Mkt-RF_percent,SMB_percent,HML_percent,RMW_percent,CMA_percent,RF_percent,Mkt-RF,SMB,HML,RMW,CMA,RF
1.21,-0.02,-0.03,-0.32,-0.07,0.005,0.0121,-0.0002,-0.0003,-0.0032,-0.0007,0.00005
-0.55,-0.24,-0.28,-0.02,0.2,0.005,-0.0055,-0.0024,-0.0028,-0.0002,0.002,0.00005
-0.09,0.68,-0.01,0.27,-0.28,0.005,-0.0009,0.0068,-0.0001,0.0027,-0.0028,0.00005
-0.48,0.38,0.22,0.42,0.01,0.005,-0.0048,0.0038,0.0022,0.0042,0.0001,0.00005
-1.65,0.81,0.42,0.54,-0.21,0.005,-0.0165,0.0081,0.0042,0.0054,-0.0021,0.00005
1.12,-0.21,0.24,0.11,-0.16,0.005,0.0112,-0.0021,0.0024,0.0011,-0.0016,0.00005
2.6,-0.59,-0.86,-1.23,0.09,0.005,0.026,-0.0059,-0.0086,-0.0123,0.0009,0.00005
-0.49,0.33,0.02,-0.44,0.06,0.005,-0.0049,0.0033,0.0002,-0.0044,0.0006,0.00005
0.15,-0.65,0.39,0.41,-0.01,0.005,0.0015,-0.0065,0.0039,0.0041,-0.0001,0.00005
0.18,0.52,0.57,-0.45,0.27,0.005,0.0018,0.0052,0.0057,-0.0045,0.0027,0.00005
-0.24,-0.23,0.09,0.35,-0.58,0.005,-0.0024,-0.0023,0.0009,0.0035,-0.0058,0.00005
-1.28,0.64,0.77,0.07,0,0.005,-0.0128,0.0064,0.0077,0.0007,0,0.00005
0.52,-0.31,-0.25,0.31,0.09,0.005,0.0052,-0.0031,-0.0025,0.0031,0.0009,0.00005
-0.32,0.02,-0.05,-0.26,0.1,0.005,-0.0032,0.0002,-0.0005,-0.0026,0.001,0.00005
1.88,-0.43,0,-0.3,0.27,0.005,0.0188,-0.0043,0,-0.003,0.0027,0.00005
0.62,0.03,-0.39,0.05,-0.22,0.005,0.0062,0.0003,-0.0039,0.0005,-0.0022,0.00005
-1.11,0.52,0.18,-0.8,0.65,0.005,-0.0111,0.0052,0.0018,-0.008,0.0065,0.00005
1.52,-0.03,-0.03,-0.73,0.15,0.005,0.0152,-0.0003,-0.0003,-0.0073,0.0015,0.00005
-0.11,0.47,0.12,-0.48,-0.01,0.005,-0.0011,0.0047,0.0012,-0.0048,-0.0001,0.00005
2.07,-0.77,0.23,-0.49,0.02,0.005,0.0207,-0.0077,0.0023,-0.0049,0.0002,0.00005
0.89,-0.01,0.31,-0.43,0.14,0.005,0.0089,-0.0001,0.0031,-0.0043,0.0014,0.00005
-0.81,0.51,-0.23,0.3,-0.19,0.005,-0.0081,0.0051,-0.0023,0.003,-0.0019,0.00005
-1.3,0.62,-0.11,0.58,-0.14,0.005,-0.013,0.0062,-0.0011,0.0058,-0.0014,0.00005
1.76,-0.12,-0.11,-0.33,0.33,0.005,0.0176,-0.0012,-0.0011,-0.0033,0.0033,0.00005
0.34,-0.19,-0.2,-0.36,0.03,0.005,0.0034,-0.0019,-0.002,-0.0036,0.0003,0.00005
0.03,0.78,0.25,-0.12,0.08,0.005,0.0003,0.0078,0.0025,-0.0012,0.0008,0.00005
-0.03,0.25,-0.26,-0.42,-0.05,0.004,-0.0003,0.0025,-0.0026,-0.0042,-0.0005,0.00004
1.56,0.46,-0.49,-0.58,0.12,0.004,0.0156,0.0046,-0.0049,-0.0058,0.0012,0.00004
-0.19,0.8,-0.38,-0.66,0.19,0.004,-0.0019,0.008,-0.0038,-0.0066,0.0019,0.00004
0.8,-0.2,0.04,-0.17,-0.05,0.004,0.008,-0.002,0.0004,-0.0017,-0.0005,0.00004
-0.46,0.09,0.58,0.47,-0.26,0.004,-0.0046,0.0009,0.0058,0.0047,-0.0026,0.00004
-0.99,0.48,0.14,0.51,-0.06,0.004,-0.0099,0.0048,0.0014,0.0051,-0.0006,0.00004
1.39,-0.01,-0.22,-0.57,0.45,0.004,0.0139,-0.0001,-0.0022,-0.0057,0.0045,0.00004
1.25,-0.13,-0.1,-0.86,0.26,0.004,0.0125,-0.0013,-0.001,-0.0086,0.0026,0.00004
-0.23,0.57,0.3,-0.19,0.1,0.004,-0.0023,0.0057,0.003,-0.0019,0.001,0.00004
-0.23,0.34,0.01,-0.47,0.15,0.004,-0.0023,0.0034,0.0001,-0.0047,0.0015,0.00004
0.74,-0.13,-0.14,-0.59,0.43,0.004,0.0074,-0.0013,-0.0014,-0.0059,0.0043,0.00004
-0.31,-1.28,1.01,-0.57,0.28,0.004,-0.0031,-0.0128,0.0101,-0.0057,0.0028,0.00004
-2.3,0.72,0.04,0.44,0,0.004,-0.023,0.0072,0.0004,0.0044,0,0.00004
-0.12,0.08,-0.11,0.28,0.13,0.004,-0.0012,0.0008,-0.0011,0.0028,0.0013,0.00004
0.41,-0.07,0.31,0.17,0.24,0.004,0.0041,-0.0007,0.0031,0.0017,0.0024,0.00004
0.96,-0.06,-0.07,-0.76,0.13,0.004,0.0096,-0.0006,-0.0007,-0.0076,0.0013,0.00004
0.26,0.42,0.4,-0.53,0.23,0.004,0.0026,0.0042,0.004,-0.0053,0.0023,0.00004
1.95,0.26,-1.05,-1.05,0.43,0.004,0.0195,0.0026,-0.0105,-0.0105,0.0043,0.00004
0.22,0.56,-0.41,-0.21,0.13,0.004,0.0022,0.0056,-0.0041,-0.0021,0.0013,0.00004
-0.26,0.95,0.07,-0.51,0.35,0.004,-0.0026,0.0095,0.0007,-0.0051,0.0035,0.00004
1.53,0.3,0.1,-0.06,-0.2,0.004,0.0153,0.003,0.001,-0.0006,-0.002,0.00004
0.39,-0.17,0.75,-0.04,-0.19,0.005,0.0039,-0.0017,0.0075,-0.0004,-0.0019,0.00005
0.39,-0.09,-0.57,0.15,0.02,0.005,0.0039,-0.0009,-0.0057,0.0015,0.0002,0.00005
1.56,0.1,-0.04,-0.83,0.41,0.005,0.0156,0.001,-0.0004,-0.0083,0.0041,0.00005
0.55,0.87,-0.74,-0.73,-0.1,0.005,0.0055,0.0087,-0.0074,-0.0073,-0.001,0.00005
-0.33,-0.21,-0.3,0.35,0.05,0.005,-0.0033,-0.0021,-0.003,0.0035,0.0005,0.00005
-1.31,-0.32,0.18,0.98,-0.18,0.005,-0.0131,-0.0032,0.0018,0.0098,-0.0018,0.00005
0.95,0.4,0.1,-0.07,-0.19,0.005,0.0095,0.004,0.001,-0.0007,-0.0019,0.00005
1.29,-0.25,0.38,-0.14,-0.24,0.005,0.0129,-0.0025,0.0038,-0.0014,-0.0024,0.00005
0.18,0.15,0.34,-0.52,0.45,0.005,0.0018,0.0015,0.0034,-0.0052,0.0045,0.00005
-1.02,-0.21,0.12,0.6,-0.3,0.005,-0.0102,-0.0021,0.0012,0.006,-0.003,0.00005
2.15,-0.49,-0.48,-0.02,-0.25,0.005,0.0215,-0.0049,-0.0048,-0.0002,-0.0025,0.00005
0.13,0.15,-0.12,-0.26,-0.27,0.005,0.0013,0.0015,-0.0012,-0.0026,-0.0027,0.00005
-0.15,0.23,-0.23,-0.34,0.36,0.005,-0.0015,0.0023,-0.0023,-0.0034,0.0036,0.00005
-1.49,0.04,0.74,0.54,0.24,0.005,-0.0149,0.0004,0.0074,0.0054,0.0024,0.00005
0.05,-0.16,0.1,0.27,-0.17,0.005,0.0005,-0.0016,0.001,0.0027,-0.0017,0.00005
-1.52,-0.61,0.23,1.09,-0.16,0.005,-0.0152,-0.0061,0.0023,0.0109,-0.0016,0.00005
0.19,0.13,0.13,0.5,-0.1,0.005,0.0019,0.0013,0.0013,0.005,-0.001,0.00005
-0.6,1.16,-0.08,-0.38,-0.04,0.005,-0.006,0.0116,-0.0008,-0.0038,-0.0004,0.00005
1.12,0.34,-0.51,-0.63,0.2,0.005,0.0112,0.0034,-0.0051,-0.0063,0.002,0.00005
-0.84,0.65,0.19,0.05,-0.01,0.005,-0.0084,0.0065,0.0019,0.0005,-0.0001,0.00005
-0.17,-0.05,0.43,-0.15,0.12,0.005,-0.0017,-0.0005,0.0043,-0.0015,0.0012,0.00005
0.73,-0.42,-0.15,0.07,-0.04,0.003,0.0073,-0.0042,-0.0015,0.0007,-0.0004,0.00003
1.28,0.89,0.05,-0.98,0.57,0.003,0.0128,0.0089,0.0005,-0.0098,0.0057,0.00003
-0.72,0.26,-0.08,0.02,-0.23,0.003,-0.0072,0.0026,-0.0008,0.0002,-0.0023,0.00003
1.91,-0.14,0.26,-1.18,0.73,0.003,0.0191,-0.0014,0.0026,-0.0118,0.0073,0.00003
0.51,1.31,-0.04,-0.5,0.2,0.003,0.0051,0.0131,-0.0004,-0.005,0.002,0.00003
-0.34,0.97,0.26,-1.06,0.77,0.003,-0.0034,0.0097,0.0026,-0.0106,0.0077,0.00003
-1.33,-0.07,-0.22,0.58,-0.41,0.003,-0.0133,-0.0007,-0.0022,0.0058,-0.0041,0.00003
0.92,0.11,-0.06,-0.25,0.04,0.003,0.0092,0.0011,-0.0006,-0.0025,0.0004,0.00003
0.73,0.24,0.13,-0.76,0.1,0.003,0.0073,0.0024,0.0013,-0.0076,0.001,0.00003
-0.41,0.02,-0.04,-0.16,-0.01,0.003,-0.0041,0.0002,-0.0004,-0.0016,-0.0001,0.00003
-0.64,0.17,-0.27,0.53,-0.26,0.003,-0.0064,0.0017,-0.0027,0.0053,-0.0026,0.00003
-1.45,-1.22,-0.4,1.16,-0.88,0.003,-0.0145,-0.0122,-0.004,0.0116,-0.0088,0.00003
1.08,-0.15,0.02,-0.02,0.45,0.003,0.0108,-0.0015,0.0002,-0.0002,0.0045,0.00003
-1.42,0.03,-0.38,0.23,-0.24,0.003,-0.0142,0.0003,-0.0038,0.0023,-0.0024,0.00003
0.97,0.31,0.34,-0.75,0.83,0.003,0.0097,0.0031,0.0034,-0.0075,0.0083,0.00003
0.18,0.48,-1,0.11,-0.5,0.003,0.0018,0.0048,-0.01,0.0011,-0.005,0.00003
-0.65,0.41,0.38,-0.17,-0.14,0.003,-0.0065,0.0041,0.0038,-0.0017,-0.0014,0.00003
1.51,-0.72,-0.24,-0.2,-0.06,0.003,0.0151,-0.0072,-0.0024,-0.002,-0.0006,0.00003
-0.02,0.99,0.36,-0.75,0.58,0.003,-0.0002,0.0099,0.0036,-0.0075,0.0058,0.00003
-0.57,0.57,0.02,0.02,0.07,0.003,-0.0057,0.0057,0.0002,0.0002,0.0007,0.00003
-0.18,0.16,-0.61,0.8,-0.61,0.003,-0.0018,0.0016,-0.0061,0.008,-0.0061,0.00003
0.32,0.25,0.4,-0.73,0.71,0.003,0.0032,0.0025,0.004,-0.0073,0.0071,0.00003
-1.06,-0.52,-0.06,-0.09,0.19,0.003,-0.0106,-0.0052,-0.0006,-0.0009,0.0019,0.00003
0.11,-0.7,-0.31,0.46,-0.32,0.003,0.0011,-0.007,-0.0031,0.0046,-0.0032,0.00003
-1.71,0.42,0.02,0.56,-0.39,0.003,-0.0171,0.0042,0.0002,0.0056,-0.0039,0.00003
0.02,-0.86,0.46,0.83,-0.7,0.003,0.0002,-0.0086,0.0046,0.0083,-0.007,0.00003
0.57,-0.55,-0.47,0.61,-0.47,0.003,0.0057,-0.0055,-0.0047,0.0061,-0.0047,0.00003
0.33,-0.33,0.15,0.41,-0.24,0.003,0.0033,-0.0033,0.0015,0.0041,-0.0024,0.00003
0.43,0.67,-0.03,-0.53,0.23,0.003,0.0043,0.0067,-0.0003,-0.0053,0.0023,0.00003
1.09,0.5,0.05,-0.58,0.33,0.003,0.0109,0.005,0.0005,-0.0058,0.0033,0.00003
-0.5,0.69,0.06,-0.35,0.21,0.003,-0.005,0.0069,0.0006,-0.0035,0.0021,0.00003
0.62,0.11,0.44,-0.5,0.52,0.003,0.0062,0.0011,0.0044,-0.005,0.0052,0.00003
0.1,0.14,-0.14,0.09,-0.13,0.003,0.001,0.0014,-0.0014,0.0009,-0.0013,0.00003
1.03,0.73,0.09,-0.97,0.53,0.003,0.0103,0.0073,0.0009,-0.0097,0.0053,0.00003
0.43,1.04,0.61,-0.63,0.42,0.003,0.0043,0.0104,0.0061,-0.0063,0.0042,0.00003
-0.14,0.36,0.06,0.09,0.45,0.003,-0.0014,0.0036,0.0006,0.0009,0.0045,0.00003
0.47,0.58,0.42,-0.8,0.62,0.003,0.0047,0.0058,0.0042,-0.008,0.0062,0.00003
-1.06,-0.66,0.12,-0.28,0.11,0.003,-0.0106,-0.0066,0.0012,-0.0028,0.0011,0.00003
-0.04,-0.15,-0.31,0.41,-0.37,0.003,-0.0004,-0.0015,-0.0031,0.0041,-0.0037,0.00003
0.29,0.18,0.18,-0.05,0.13,0.003,0.0029,0.0018,0.0018,-0.0005,0.0013,0.00003
0.17,0.79,0.06,-0.56,0.5,0.003,0.0017,0.0079,0.0006,-0.0056,0.005,0.00003
0.7,0.28,0.22,-0.28,0.2,0.003,0.007,0.0028,0.0022,-0.0028,0.002,0.00003
0.53,-0.25,0.33,-0.29,0.34,0.003,0.0053,-0.0025,0.0033,-0.0029,0.0034,0.00003
1.4,0.48,0.02,0.18,0.08,0.004,0.014,0.0048,0.0002,0.0018,0.0008,0.00004
0.42,0.3,0.14,-0.08,-0.05,0.004,0.0042,0.003,0.0014,-0.0008,-0.0005,0.00004
0.22,0.31,-0.17,-0.71,0.4,0.004,0.0022,0.0031,-0.0017,-0.0071,0.004,0.00004
-0.62,-0.08,0.2,-0.15,0.47,0.004,-0.0062,-0.0008,0.002,-0.0015,0.0047,0.00004
1.07,0.49,-0.12,-0.65,0.47,0.004,0.0107,0.0049,-0.0012,-0.0065,0.0047,0.00004
-0.79,0.26,-0.22,-0.19,0.17,0.004,-0.0079,0.0026,-0.0022,-0.0019,0.0017,0.00004
-1.37,-0.62,-0.6,1.21,-1.02,0.004,-0.0137,-0.0062,-0.006,0.0121,-0.0102,0.00004
0.62,0.57,0.03,-0.13,0.14,0.004,0.0062,0.0057,0.0003,-0.0013,0.0014,0.00004
0.23,0.13,0.16,0.03,0.17,0.004,0.0023,0.0013,0.0016,0.0003,0.0017,0.00004
-0.35,0.23,-0.08,0.4,-0.28,0.004,-0.0035,0.0023,-0.0008,0.004,-0.0028,0.00004
1.4,0.05,0.06,-0.85,0.31,0.004,0.014,0.0005,0.0006,-0.0085,0.0031,0.00004
-0.26,0.22,0.18,-0.19,0.23,0.004,-0.0026,0.0022,0.0018,-0.0019,0.0023,0.00004
1.25,-0.52,0.25,-0.22,0.21,0.004,0.0125,-0.0052,0.0025,-0.0022,0.0021,0.00004
-0.23,0.46,0.02,0.02,0.32,0.004,-0.0023,0.0046,0.0002,0.0002,0.0032,0.00004
-1.3,0.18,0.14,0.34,0.04,0.004,-0.013,0.0018,0.0014,0.0034,0.0004,0.00004
0.65,0.5,-0.1,-0.43,0.06,0.004,0.0065,0.005,-0.001,-0.0043,0.0006,0.00004
-1.88,-0.04,0.08,1.27,-0.59,0.004,-0.0188,-0.0004,0.0008,0.0127,-0.0059,0.00004
-0.81,-1.65,-0.21,0.62,-0.53,0.004,-0.0081,-0.0165,-0.0021,0.0062,-0.0053,0.00004
-0.84,-1.21,0.04,0.75,-0.26,0.004,-0.0084,-0.0121,0.0004,0.0075,-0.0026,0.00004
0.98,0.41,0.02,-0.52,0.24,0.004,0.0098,0.0041,0.0002,-0.0052,0.0024,0.00004
-0.96,0.06,0.14,0.51,-0.19,0.004,-0.0096,0.0006,0.0014,0.0051,-0.0019,0.00004
2.16,0.38,0.09,0.3,-0.54,0.003,0.0216,0.0038,0.0009,0.003,-0.0054,0.00003
0.31,0.19,0.07,-0.44,0.2,0.003,0.0031,0.0019,0.0007,-0.0044,0.002,0.00003
1.02,0.61,-0.01,-0.83,0.41,0.003,0.0102,0.0061,-0.0001,-0.0083,0.0041,0.00003
0.49,0.38,0.36,-0.44,0.37,0.003,0.0049,0.0038,0.0036,-0.0044,0.0037,0.00003
0.51,0.3,0.1,-0.25,0.34,0.003,0.0051,0.003,0.001,-0.0025,0.0034,0.00003
-0.48,-0.3,0.19,-0.05,0.19,0.003,-0.0048,-0.003,0.0019,-0.0005,0.0019,0.00003
0.55,0.32,0.38,-0.34,0.15,0.003,0.0055,0.0032,0.0038,-0.0034,0.0015,0.00003
-0.08,-0.33,0.41,-0.16,0.24,0.003,-0.0008,-0.0033,0.0041,-0.0016,0.0024,0.00003
0.81,0.84,0.09,-0.14,0.16,0.003,0.0081,0.0084,0.0009,-0.0014,0.0016,0.00003
0.44,0.46,0.16,-0.32,0,0.003,0.0044,0.0046,0.0016,-0.0032,0,0.00003
-0.36,-0.32,-0.05,0.1,0.11,0.003,-0.0036,-0.0032,-0.0005,0.001,0.0011,0.00003
0.35,0.08,0.04,-0.18,0.1,0.003,0.0035,0.0008,0.0004,-0.0018,0.001,0.00003
-1.11,-0.44,0.05,0.92,-0.23,0.003,-0.0111,-0.0044,0.0005,0.0092,-0.0023,0.00003
0.41,-0.18,-0.25,0.22,-0.41,0.003,0.0041,-0.0018,-0.0025,0.0022,-0.0041,0.00003
0.24,0.49,-0.31,-0.72,0.3,0.003,0.0024,0.0049,-0.0031,-0.0072,0.003,0.00003
-1.52,-0.6,-0.02,0.74,-0.23,0.003,-0.0152,-0.006,-0.0002,0.0074,-0.0023,0.00003
0.22,-0.7,-0.22,1.13,-0.5,0.003,0.0022,-0.007,-0.0022,0.0113,-0.005,0.00003
-0.45,-0.34,-0.01,0.21,0,0.003,-0.0045,-0.0034,-0.0001,0.0021,0,0.00003
0.4,1.12,0.3,-0.38,0.36,0.003,0.004,0.0112,0.003,-0.0038,0.0036,0.00003
1.59,0.4,-0.22,-0.95,0.09,0.003,0.0159,0.004,-0.0022,-0.0095,0.0009,0.00003
0.28,0.83,0.32,-0.18,0.27,0.003,0.0028,0.0083,0.0032,-0.0018,0.0027,0.00003
-0.11,-0.12,0.27,-0.06,0.42,0.003,-0.0011,-0.0012,0.0027,-0.0006,0.0042,0.00003
0.28,-0.53,-0.09,0.26,-0.32,0.003,0.0028,-0.0053,-0.0009,0.0026,-0.0032,0.00003
0.93,0.69,0.41,-0.61,0.32,0.004,0.0093,0.0069,0.0041,-0.0061,0.0032,0.00004
-0.45,0.72,0.41,-0.37,0.5,0.004,-0.0045,0.0072,0.0041,-0.0037,0.005,0.00004
-0.04,0.18,-0.09,0.02,0.26,0.004,-0.0004,0.0018,-0.0009,0.0002,0.0026,0.00004
0.58,0.08,0.1,-0.4,0.34,0.004,0.0058,0.0008,0.001,-0.004,0.0034,0.00004
-0.33,0.41,0.3,0.01,0.39,0.004,-0.0033,0.0041,0.003,0.0001,0.0039,0.00004
-0.74,-0.88,-0.02,0.96,-0.5,0.004,-0.0074,-0.0088,-0.0002,0.0096,-0.005,0.00004
-0.21,-0.64,-0.1,0.48,-0.35,0.004,-0.0021,-0.0064,-0.001,0.0048,-0.0035,0.00004
1.33,0.89,-0.21,-0.51,0.46,0.004,0.0133,0.0089,-0.0021,-0.0051,0.0046,0.00004
0.03,0.21,-0.21,0.39,-0.32,0.004,0.0003,0.0021,-0.0021,0.0039,-0.0032,0.00004
-0.83,-0.6,-0.07,1.08,-0.3,0.004,-0.0083,-0.006,-0.0007,0.0108,-0.003,0.00004
-0.72,-0.62,-0.19,0.36,-0.4,0.004,-0.0072,-0.0062,-0.0019,0.0036,-0.004,0.00004
-0.87,0.13,0.09,0.53,-0.29,0.004,-0.0087,0.0013,0.0009,0.0053,-0.0029,0.00004
0.76,0,-0.02,-0.19,-0.04,0.004,0.0076,0,-0.0002,-0.0019,-0.0004,0.00004
-0.77,0.26,0.03,0.14,-0.01,0.004,-0.0077,0.0026,0.0003,0.0014,-0.0001,0.00004
0.21,0.22,0.59,-0.4,0.37,0.004,0.0021,0.0022,0.0059,-0.004,0.0037,0.00004
1.71,0.66,-0.03,-0.71,0.31,0.004,0.0171,0.0066,-0.0003,-0.0071,0.0031,0.00004
0.31,0.38,0.6,-0.05,0.27,0.004,0.0031,0.0038,0.006,-0.0005,0.0027,0.00004
0.4,-0.06,0.41,-0.43,0.42,0.004,0.004,-0.0006,0.0041,-0.0043,0.0042,0.00004
0.11,0.2,-0.17,-0.29,0.24,0.004,0.0011,0.002,-0.0017,-0.0029,0.0024,0.00004
1.11,0.35,-0.12,-0.06,0.13,0.004,0.0111,0.0035,-0.0012,-0.0006,0.0013,0.00004
-0.27,0.18,0.13,0.13,0.11,0.004,-0.0027,0.0018,0.0013,0.0013,0.0011,0.00004
-0.34,-1.11,0.42,0.31,0.13,0.004,-0.0034,-0.0111,0.0042,0.0031,0.0013,0.00004
0.26,-0.46,-0.23,0.16,-0.26,0.004,0.0026,-0.0046,-0.0023,0.0016,-0.0026,0.00004
-0.79,-0.05,-0.07,0.45,-0.25,0.004,-0.0079,-0.0005,-0.0007,0.0045,-0.0025,0.00004
0.65,-0.1,0.36,0.23,-0.21,0.004,0.0065,-0.001,0.0036,0.0023,-0.0021,0.00004
-0.95,-0.49,0.19,0.6,-0.49,0.004,-0.0095,-0.0049,0.0019,0.006,-0.0049,0.00004
-0.29,-1.03,-0.24,0,-0.23,0.004,-0.0029,-0.0103,-0.0024,0,-0.0023,0.00004
1.34,1.2,0.15,-0.71,0.45,0.004,0.0134,0.012,0.0015,-0.0071,0.0045,0.00004
0.31,0.55,0.3,-0.38,0.21,0.004,0.0031,0.0055,0.003,-0.0038,0.0021,0.00004
-0.73,-1.32,0.15,0.49,-0.09,0.004,-0.0073,-0.0132,0.0015,0.0049,-0.0009,0.00004
0.5,-0.29,0.02,0.43,-0.14,0.004,0.005,-0.0029,0.0002,0.0043,-0.0014,0.00004
0.15,0,-0.1,0.39,-0.11,0.004,0.0015,0,-0.001,0.0039,-0.0011,0.00004
1.24,0.23,0.22,-0.84,0.58,0.004,0.0124,0.0023,0.0022,-0.0084,0.0058,0.00004
-0.04,-0.06,0.4,-0.15,0.09,0.004,-0.0004,-0.0006,0.004,-0.0015,0.0009,0.00004
0.36,-0.01,0.46,-0.12,0.35,0.004,0.0036,-0.0001,0.0046,-0.0012,0.0035,0.00004
0.36,0.62,-0.06,-0.28,0.23,0.004,0.0036,0.0062,-0.0006,-0.0028,0.0023,0.00004
-0.18,-0.25,0.12,-0.2,0.04,0.004,-0.0018,-0.0025,0.0012,-0.002,0.0004,0.00004
0.19,0.35,0.06,0.02,0.08,0.004,0.0019,0.0035,0.0006,0.0002,0.0008,0.00004
1.29,0.32,-0.04,-0.32,0.1,0.004,0.0129,0.0032,-0.0004,-0.0032,0.001,0.00004
0.05,0.25,0.15,-0.1,0.09,0.004,0.0005,0.0025,0.0015,-0.001,0.0009,0.00004
0.01,-1.41,0.02,-0.09,0.16,0.004,0.0001,-0.0141,0.0002,-0.0009,0.0016,0.00004
-0.17,0.81,0.42,-0.55,0.61,0.003,-0.0017,0.0081,0.0042,-0.0055,0.0061,0.00003
1.2,0.28,0.01,-0.73,0.81,0.003,0.012,0.0028,0.0001,-0.0073,0.0081,0.00003
0.2,0.05,0.18,-0.4,0.54,0.003,0.002,0.0005,0.0018,-0.004,0.0054,0.00003
0.34,0.51,-0.06,-0.54,0.22,0.003,0.0034,0.0051,-0.0006,-0.0054,0.0022,0.00003
0.45,0.34,0.63,-0.93,0.94,0.003,0.0045,0.0034,0.0063,-0.0093,0.0094,0.00003
-0.72,0.02,0.2,-0.5,0.16,0.003,-0.0072,0.0002,0.002,-0.005,0.0016,0.00003
0.57,0.81,0.08,-0.86,0.8,0.003,0.0057,0.0081,0.0008,-0.0086,0.008,0.00003
-0.51,0.28,0.1,0.25,-0.03,0.003,-0.0051,0.0028,0.001,0.0025,-0.0003,0.00003
0.8,0.03,0.41,0.02,0.19,0.003,0.008,0.0003,0.0041,0.0002,0.0019,0.00003
0.15,-0.06,-0.28,-0.02,0.13,0.003,0.0015,-0.0006,-0.0028,-0.0002,0.0013,0.00003
0.72,-0.03,0.56,-1.37,0.67,0.003,0.0072,-0.0003,0.0056,-0.0137,0.0067,0.00003
0.15,1.25,0.58,-0.42,0.49,0.003,0.0015,0.0125,0.0058,-0.0042,0.0049,0.00003
0.64,-0.82,0.46,0.9,-0.71,0.003,0.0064,-0.0082,0.0046,0.009,-0.0071,0.00003
-0.32,-0.56,0.05,0.49,-0.67,0.003,-0.0032,-0.0056,0.0005,0.0049,-0.0067,0.00003
-0.14,0.9,-0.27,0.23,-0.16,0.003,-0.0014,0.009,-0.0027,0.0023,-0.0016,0.00003
1.12,-0.23,-0.33,-0.33,0.16,0.003,0.0112,-0.0023,-0.0033,-0.0033,0.0016,0.00003
-0.96,0.08,0.04,0.79,-0.21,0.003,-0.0096,0.0008,0.0004,0.0079,-0.0021,0.00003
-1.44,-0.44,-0.44,0.38,0.02,0.003,-0.0144,-0.0044,-0.0044,0.0038,0.0002,0.00003
0.25,-1.04,-0.85,0.73,-0.92,0.003,0.0025,-0.0104,-0.0085,0.0073,-0.0092,0.00003
-0.15,0.28,0.37,-0.56,0.19,0.003,-0.0015,0.0028,0.0037,-0.0056,0.0019,0.00003
0.27,-0.33,-0.26,0.21,-0.24,0.003,0.0027,-0.0033,-0.0026,0.0021,-0.0024,0.00003
0,-0.14,-0.16,0.28,-0.18,0.003,0,-0.0014,-0.0016,0.0028,-0.0018,0.00003
-0.97,-1.48,-0.52,1.55,-1.14,0.003,-0.0097,-0.0148,-0.0052,0.0155,-0.0114,0.00003
0.23,0.45,0.25,-0.16,0.14,0.003,0.0023,0.0045,0.0025,-0.0016,0.0014,0.00003
1.39,1.02,0.35,-0.94,0.88,0.003,0.0139,0.0102,0.0035,-0.0094,0.0088,0.00003
-0.1,0.41,0.21,-0.14,0.2,0.003,-0.001,0.0041,0.0021,-0.0014,0.002,0.00003
0.56,0.61,0.14,-0.27,0.15,0.003,0.0056,0.0061,0.0014,-0.0027,0.0015,0.00003
1.04,-0.37,0.18,-0.01,-0.05,0.003,0.0104,-0.0037,0.0018,-0.0001,-0.0005,0.00003
-0.46,-0.12,-0.15,0.43,-0.09,0.003,-0.0046,-0.0012,-0.0015,0.0043,-0.0009,0.00003
-0.57,-0.65,-0.18,0.45,-0.41,0.003,-0.0057,-0.0065,-0.0018,0.0045,-0.0041,0.00003
0.98,0.47,0.55,-0.49,0.11,0.003,0.0098,0.0047,0.0055,-0.0049,0.0011,0.00003
-0.39,-0.06,0.04,-0.05,-0.1,0.003,-0.0039,-0.0006,0.0004,-0.0005,-0.001,0.00003
-0.54,-0.93,-0.07,0.71,-0.3,0.003,-0.0054,-0.0093,-0.0007,0.0071,-0.003,0.00003
-0.3,-0.16,-0.36,0.51,-0.35,0.003,-0.003,-0.0016,-0.0036,0.0051,-0.0035,0.00003
-0.51,-1.16,-0.11,0.84,-0.67,0.003,-0.0051,-0.0116,-0.0011,0.0084,-0.0067,0.00003
-0.14,0.32,-0.27,0.22,-0.26,0.003,-0.0014,0.0032,-0.0027,0.0022,-0.0026,0.00003
0.54,0.51,0.15,-0.62,0.37,0.003,0.0054,0.0051,0.0015,-0.0062,0.0037,0.00003
0.29,0.48,0.34,-0.41,0.34,0.003,0.0029,0.0048,0.0034,-0.0041,0.0034,0.00003
0.11,0.28,0.36,0.1,0.34,0.003,0.0011,0.0028,0.0036,0.001,0.0034,0.00003
1.02,0.52,0.26,0.02,0.35,0.004,0.0102,0.0052,0.0026,0.0002,0.0035,0.00004
-0.59,-0.03,0.18,0.14,-0.02,0.004,-0.0059,-0.0003,0.0018,0.0014,-0.0002,0.00004
0.14,-0.12,-0.2,0.34,-0.41,0.004,0.0014,-0.0012,-0.002,0.0034,-0.0041,0.00004
0.44,0.74,0.21,-0.81,0.43,0.004,0.0044,0.0074,0.0021,-0.0081,0.0043,0.00004
0.24,-0.05,-0.21,0.5,-0.2,0.004,0.0024,-0.0005,-0.0021,0.005,-0.002,0.00004
-0.84,-0.24,0.23,0.73,-0.42,0.004,-0.0084,-0.0024,0.0023,0.0073,-0.0042,0.00004
