Mkt-RF_percent,SMB_percent,HML_percent,RMW_percent,CMA_percent,RF_percent,Mkt-RF,SMB,HML,RMW,CMA,RF
-0.0279,0.0257,-0.0339,-0.0072,-0.0107,0.0039,-2.79,2.57,-3.39,-0.72,-1.07,0.39
0.0612,-0.0709,-0.0289,-0.0172,-0.0125,0.0039,6.12,-7.09,-2.89,-1.72,-1.25,0.39
0.0337,0.059,-0.0651,-0.0385,-0.0158,0.0036,3.37,5.9,-6.51,-3.85,-1.58,0.36
0.0772,0.0542,-0.0873,-0.0791,-0.0529,0.0044,7.72,5.42,-8.73,-7.91,-5.29,0.44
-0.0474,0.0415,-0.0028,-0.0605,0.0473,0.0041,-4.74,4.15,-0.28,-6.05,4.73,0.41
0.0245,0.1832,-0.0993,-0.1834,-0.0051,0.0043,2.45,18.32,-9.93,-18.34,-0.51,0.43
0.052,-0.1491,0.0737,0.1167,-0.0105,0.0047,5.2,-14.91,7.37,11.67,-1.05,0.47
-0.064,-0.0555,0.0861,0.0755,0.0527,0.0046,-6.4,-5.55,8.61,7.55,5.27,0.46
-0.0442,-0.0368,0.0257,0.0464,0.0074,0.005,-4.42,-3.68,2.57,4.64,0.74,0.5
0.0464,0.1039,-0.0986,-0.0683,-0.0307,0.004,4.64,10.39,-9.86,-6.83,-3.07,0.4
-0.0251,-0.0095,0.0806,0.06,0.0299,0.0048,-2.51,-0.95,8.06,6,2.99,0.48
0.0703,-0.011,-0.0066,-0.0307,0.0061,0.005,7.03,-1.1,-0.66,-3.07,0.61,0.5
-0.0545,0.0023,0.0613,0.0308,0.0643,0.0051,-5.45,0.23,6.13,3.08,6.43,0.51
-0.0276,-0.0283,0.0564,0.0966,0.0467,0.0056,-2.76,-2.83,5.64,9.66,4.67,0.56
-0.1072,-0.0046,0.1126,0.1333,0.0851,0.0051,-10.72,-0.46,11.26,13.33,8.51,0.51
0.0119,0.0317,0.0738,0.0185,0.0568,0.005,1.19,3.17,7.38,1.85,5.68,0.5
0.0313,0.058,-0.0486,-0.0444,-0.0655,0.0054,3.13,5.8,-4.86,-4.44,-6.55,0.54
-0.1005,0.0267,0.1287,0.09,0.0956,0.0038,-10.05,2.67,12.87,9,9.56,0.38
-0.0726,0.0232,0.0646,0.0341,0.0394,0.0042,-7.26,2.32,6.46,3.41,3.94,0.42
0.0794,-0.0064,-0.0472,-0.0272,-0.0395,0.0039,7.94,-0.64,-4.72,-2.72,-3.95,0.39
0.0072,0.0358,0.0317,0.0018,0.0218,0.0032,0.72,3.58,3.17,0.18,2.18,0.32
-0.0194,0.0661,-0.0103,0.0203,-0.0179,0.0028,-1.94,6.61,-1.03,2.03,-1.79,0.28
-0.0213,-0.0291,0.0557,0.0716,0.0301,0.003,-2.13,-2.91,5.57,7.16,3.01,0.3
-0.0646,0.0273,0.025,0.0395,0.065,0.0031,-6.46,2.73,2.5,3.95,6.5,0.31
-0.0925,-0.0568,0.016,0.0496,0.0327,0.0028,-9.25,-5.68,1.6,4.96,3.27,0.28
0.0246,0.0542,-0.081,-0.0266,-0.0464,0.0022,2.46,5.42,-8.1,-2.66,-4.64,0.22
0.0754,-0.0031,0.0201,-0.0376,-0.0166,0.0017,7.54,-0.31,2.01,-3.76,-1.66,0.17
0.0161,0.0514,0.011,0.003,-0.0029,0.0015,1.61,5.14,1.1,0.3,-0.29,0.15
-0.0144,0.0119,0.0333,0.0435,0.0284,0.0014,-1.44,1.19,3.33,4.35,2.84,0.14
-0.0229,-0.0046,0.025,0.0762,0.0512,0.0013,-2.29,-0.46,2.5,7.62,5.12,0.13
0.0424,0.0428,0.011,-0.0136,0.0061,0.0013,4.24,4.28,1.1,-1.36,0.61,0.13
-0.052,0.0666,0.0393,0.0457,0.0541,0.0015,-5.2,6.66,3.93,4.57,5.41,0.15
-0.0138,-0.0307,0.0168,0.0227,0.0242,0.0014,-1.38,-3.07,1.68,2.27,2.42,0.14
-0.0721,0.0378,0.0012,0.0362,0.0251,0.0013,-7.21,3.78,0.12,3.62,2.51,0.13
-0.0818,-0.0624,-0.0344,0.0419,-0.0072,0.0015,-8.18,-6.24,-3.44,4.19,-0.72,0.15
0.005,-0.0127,0.0253,0.0115,-0.0161,0.0014,0.5,-1.27,2.53,1.15,-1.61,0.14
-0.1035,0.0307,0.0132,0.0324,-0.0228,0.0014,-10.35,3.07,1.32,3.24,-2.28,0.14
0.0784,-0.0412,-0.0545,-0.0328,0.0092,0.0014,7.84,-4.12,-5.45,-3.28,0.92,0.14
0.0596,0.029,-0.0112,-0.0913,0.0512,0.0012,5.96,2.9,-1.12,-9.13,5.12,0.12
-0.0576,0.005,0.0223,0.0604,-0.0159,0.0011,-5.76,0.5,2.23,6.04,-1.59,0.11
-0.0257,0.0081,-0.0094,-0.0063,0.0081,0.001,-2.57,0.81,-0.94,-0.63,0.81,0.1
-0.0188,-0.0089,-0.0145,0.0104,-0.0055,0.0009,-1.88,-0.89,-1.45,1.04,-0.55,0.09
0.0109,0.0056,-0.0207,0.018,-0.0069,0.001,1.09,0.56,-2.07,1.8,-0.69,0.1
0.0822,0.0106,0.0103,-0.0457,0.0114,0.001,8.22,1.06,1.03,-4.57,1.14,0.1
0.0605,0.0483,-0.0029,-0.0692,0.0322,0.0009,6.05,4.83,-0.29,-6.92,3.22,0.09
0.0142,0.0168,0.0069,0.0055,-0.0033,0.001,1.42,1.68,0.69,0.55,-0.33,0.1
0.0235,0.0473,-0.0114,-0.0417,0.0187,0.0007,2.35,4.73,-1.14,-4.17,1.87,0.07
0.0234,0.0254,0.0203,-0.0246,0.022,0.0007,2.34,2.54,2.03,-2.46,2.2,0.07
-0.0124,0.0052,0.0001,0.0134,0.0031,0.0008,-1.24,0.52,0.01,1.34,0.31,0.08
0.0608,0.0264,0.0177,-0.0159,0.0155,0.0007,6.08,2.64,1.77,-1.59,1.55,0.07
0.0135,0.0221,0.0185,0.0008,0.0167,0.0007,1.35,2.21,1.85,0.08,1.67,0.07
0.0429,-0.0268,0.0241,0,0.0097,0.0008,4.29,-2.68,2.41,0,0.97,0.08
0.0215,0.0254,0.0197,-0.0353,0.034,0.0007,2.15,2.54,1.97,-3.53,3.4,0.07
0.014,-0.0091,0.005,0.0228,-0.0134,0.0006,1.4,-0.91,0.5,2.28,-1.34,0.06
-0.0132,0.0211,0.0022,0.015,-0.0104,0.0009,-1.32,2.11,0.22,1.5,-1.04,0.09
-0.0183,-0.0219,-0.0262,0.0331,-0.028,0.0008,-1.83,-2.19,-2.62,3.31,-2.8,0.08
0.0117,-0.004,-0.0039,-0.0097,-0.0008,0.0006,1.17,-0.4,-0.39,-0.97,-0.08,0.06
0.0186,0.0256,0.0139,0.0112,-0.0041,0.0008,1.86,2.56,1.39,1.12,-0.41,0.08
-0.0406,-0.0303,0.0411,0.0508,-0.0162,0.001,-4.06,-3.03,4.11,5.08,-1.62,0.1
0.0008,-0.0127,0.0103,0.013,-0.0143,0.0011,0.08,-1.27,1.03,1.3,-1.43,0.11
0.016,0.0328,-0.0025,-0.0134,-0.019,0.0011,1.6,3.28,-0.25,-1.34,-1.9,0.11
0.0143,0.0028,-0.0063,-0.0007,0.004,0.0011,1.43,0.28,-0.63,-0.07,0.4,0.11
0.0454,0.0412,0.0179,-0.0106,-0.0022,0.0015,4.54,4.12,1.79,-1.06,-0.22,0.15
0.0343,0.0001,-0.0008,-0.0126,0.0051,0.0016,3.43,0.01,-0.08,-1.26,0.51,0.16
-0.0276,-0.0111,0.0196,0.0305,-0.0138,0.0016,-2.76,-1.11,1.96,3.05,-1.38,0.16
0.0189,-0.003,0.0165,0.012,-0.0005,0.0016,1.89,-0.3,1.65,1.2,-0.05,0.16
-0.0197,-0.0139,0.0161,0.0047,0.0112,0.0021,-1.97,-1.39,1.61,0.47,1.12,0.21
-0.0261,-0.0401,-0.0035,0.0096,-0.009,0.0021,-2.61,-4.01,-0.35,0.96,-0.9,0.21
0.0365,0.0272,-0.0081,-0.0131,0.0028,0.0024,3.65,2.72,-0.81,-1.31,0.28,0.24
0.0057,0.0326,0.0263,0.0098,-0.0052,0.0023,0.57,3.26,2.63,0.98,-0.52,0.23
0.0392,0.0283,-0.0052,-0.0119,-0.0098,0.0024,3.92,2.83,-0.52,-1.19,-0.98,0.24
-0.0122,-0.0086,0.0127,-0.0223,0.0045,0.003,-1.22,-0.86,1.27,-2.23,0.45,0.3
0.0049,-0.0031,0.0077,0.0049,-0.0057,0.0029,0.49,-0.31,0.77,0.49,-0.57,0.29
-0.0202,-0.0141,0.0022,-0.0058,-0.0126,0.0027,-2.02,-1.41,0.22,-0.58,-1.26,0.27
0.0361,0.008,-0.0119,-0.006,-0.0119,0.0031,3.61,0.8,-1.19,-0.6,-1.19,0.31
-0.0025,-0.0027,0.0044,0.0012,0.0024,0.0032,-0.25,-0.27,0.44,0.12,0.24,0.32
0.0304,0.0577,0.0113,-0.0094,-0.0055,0.0035,3.04,5.77,1.13,-0.94,-0.55,0.35
-0.003,-0.0045,-0.0025,-0.007,0.02,0.0034,-0.3,-0.45,-0.25,-0.7,2,0.34
0.0146,0.0345,0.006,-0.0004,-0.005,0.0037,1.46,3.45,0.6,-0.04,-0.5,0.37
0.0073,-0.0083,0.0261,0.0115,-0.0025,0.0036,0.73,-0.83,2.61,1.15,-0.25,0.36
-0.0357,-0.0299,0.0254,0.0096,0.0134,0.0043,-3.57,-2.99,2.54,0.96,1.34,0.43
-0.0035,-0.0024,0.0087,0.0138,-0.0011,0.004,-0.35,-0.24,0.87,1.38,-0.11,0.4
-0.0078,-0.0369,0.0294,0.0154,0.0093,0.004,-0.78,-3.69,2.94,1.54,0.93,0.4
0.0203,0.0044,-0.0171,-0.0174,0.0215,0.0042,2.03,0.44,-1.71,-1.74,2.15,0.42
0.0184,-0.0144,0.0004,0.0088,0.0053,0.0041,1.84,-1.44,0.04,0.88,0.53,0.41
0.0323,0.0193,-0.0003,-0.0022,0.0026,0.0041,3.23,1.93,-0.03,-0.22,0.26,0.41
0.0171,0.0082,0.0008,0.0009,-0.0088,0.0042,1.71,0.82,0.08,0.09,-0.88,0.42
0.0087,-0.0079,0.0316,-0.008,0.0205,0.004,0.87,-0.79,3.16,-0.8,2.05,0.4
0.014,0.0008,-0.0011,0.0022,0.0024,0.0044,1.4,0.08,-0.11,0.22,0.24,0.44
-0.0196,0.014,-0.001,-0.0047,-0.0074,0.0038,-1.96,1.4,-0.1,-0.47,-0.74,0.38
0.0068,0.0007,-0.0022,0.0025,-0.0059,0.0043,0.68,0.07,-0.22,0.25,-0.59,0.43
0.0349,-0.0202,-0.0115,0.0102,0.0101,0.0044,3.49,-2.02,-1.15,1.02,1.01,0.44
0.0324,0.0028,-0.0004,0.0113,-0.0129,0.0041,3.24,0.28,-0.04,1.13,-1.29,0.41
-0.0196,0.0076,-0.0112,0.0053,0.0007,0.004,-1.96,0.76,-1.12,0.53,0.07,0.4
-0.0373,-0.0287,-0.0333,0.0057,-0.0104,0.004,-3.73,-2.87,-3.33,0.57,-1.04,0.4
0.0092,-0.0034,-0.0224,-0.0091,-0.0056,0.0042,0.92,-0.34,-2.24,-0.91,-0.56,0.42
0.0322,-0.0241,-0.0186,-0.0058,-0.0317,0.0032,3.22,-2.41,-1.86,-0.58,-3.17,0.32
0.018,0.0003,-0.026,-0.0031,-0.001,0.0032,1.8,0.03,-2.6,-0.31,-0.1,0.32
-0.0483,-0.0281,-0.0118,0.0188,-0.0034,0.0034,-4.83,-2.81,-1.18,1.88,-0.34,0.34
-0.0087,0.0018,-0.0051,0.007,-0.0109,0.0027,-0.87,0.18,-0.51,0.7,-1.09,0.27
-0.0636,-0.0052,0.0365,0.0198,0.022,0.0021,-6.36,-0.52,3.65,1.98,2.2,0.21
-0.0309,-0.0053,-0.0094,0.0076,-0.0106,0.0013,-3.09,-0.53,-0.94,0.76,-1.06,0.13
-0.0093,0.0075,-0.0014,0.0109,0.0047,0.0017,-0.93,0.75,-0.14,1.09,0.47,0.17
0.046,-0.0115,-0.0095,0.0128,-0.0254,0.0018,4.6,-1.15,-0.95,1.28,-2.54,0.18
0.0186,0.0322,-0.0138,0.0081,0.0004,0.0018,1.86,3.22,-1.38,0.81,0.04,0.18
-0.0844,0.0115,-0.0242,0.043,-0.0042,0.0017,-8.44,1.15,-2.42,4.3,-0.42,0.17
-0.0077,0.0366,0.0588,-0.0098,0.0106,0.0015,-0.77,3.66,5.88,-0.98,1.06,0.15
0.0153,0.0342,0.0152,0.0185,0.0081,0.0013,1.53,3.42,1.52,1.85,0.81,0.13
-0.0924,0.0035,0.0633,0.0295,0.0177,0.0015,-9.24,0.35,6.33,2.95,1.77,0.15
-0.1723,-0.032,-0.0289,0.036,0.0191,0.0008,-17.23,-3.2,-2.89,3.6,1.91,0.08
-0.0786,-0.0388,-0.0602,0.0483,0.0272,0.0003,-7.86,-3.88,-6.02,4.83,2.72,0.03
0.0174,0.0337,-0.0025,-0.0008,-0.014,0,1.74,3.37,-0.25,-0.08,-1.4,0
-0.0812,-0.0201,-0.1118,0.0023,-0.0115,0,-8.12,-2.01,-11.18,0.23,-1.15,0
-0.101,-0.0117,-0.0727,0.0171,-0.0112,0.0001,-10.1,-1.17,-7.27,1.71,-1.12,0.01
0.0895,0.0067,0.0356,-0.0233,-0.0222,0.0002,8.95,0.67,3.56,-2.33,-2.22,0.02
0.1019,0.0671,0.0553,0.0028,0.0014,0.0001,10.19,6.71,5.53,0.28,0.14,0.01
0.0521,-0.0233,-0.0023,-0.0098,-0.0216,0,5.21,-2.33,-0.23,-0.98,-2.16,0
0.0043,0.0232,-0.0272,-0.0106,-0.0017,0.0001,0.43,2.32,-2.72,-1.06,-0.17,0.01
0.0772,0.0244,0.0528,-0.0066,0.032,0.0001,7.72,2.44,5.28,-0.66,3.2,0.01
0.0333,-0.0005,0.0775,-0.0302,0.0318,0.0001,3.33,-0.05,7.75,-3.02,3.18,0.01
0.0408,0.0274,0.0093,0.0136,0.0038,0.0001,4.08,2.74,0.93,1.36,0.38,0.01
-0.0259,-0.0478,-0.0418,0.0418,-0.0166,0,-2.59,-4.78,-4.18,4.18,-1.66,0
0.0556,-0.028,-0.0017,0.0081,0.0013,0,5.56,-2.8,-0.17,0.81,0.13,0
0.0275,0.0622,0,0.0048,-0.0007,0.0001,2.75,6.22,0,0.48,-0.07,0.01
-0.0336,0.0029,0.003,-0.0139,0.0046,0,-3.36,0.29,0.3,-1.39,0.46,0
0.034,0.0146,0.0316,-0.0033,0.014,0,3.4,1.46,3.16,-0.33,1.4,0
0.0631,0.0179,0.0211,-0.0056,0.017,0.0001,6.31,1.79,2.11,-0.56,1.7,0.01
0.02,0.0504,0.0281,0.011,0.0169,0.0001,2,5.04,2.81,1.1,1.69,0.01
-0.0789,0.0006,-0.0238,0.0137,-0.0022,0.0001,-7.89,0.06,-2.38,1.37,-0.22,0.01
-0.0556,-0.0249,-0.045,-0.0021,-0.0151,0.0001,-5.56,-2.49,-4.5,-0.21,-1.51,0.01
0.0693,0.0009,-0.0026,0.0024,0.0202,0.0001,6.93,0.09,-0.26,0.24,2.02,0.01
-0.0477,-0.031,-0.0195,0.0072,-0.0169,0.0001,-4.77,-3.1,-1.95,0.72,-1.69,0.01
0.0954,0.0372,-0.0313,-0.0021,0.0047,0.0001,9.54,3.72,-3.13,-0.21,0.47,0.01
0.0388,0.0078,-0.026,0.013,-0.0023,0.0001,3.88,0.78,-2.6,1.3,-0.23,0.01
0.006,0.036,-0.009,0.0024,0.0164,0.0001,0.6,3.6,-0.9,0.24,1.64,0.01
0.0682,0.0095,0.0382,-0.0365,0.0322,0.0001,6.82,0.95,3.82,-3.65,3.22,0.01
0.0199,-0.0242,0.0082,-0.0089,0.0069,0.0001,1.99,-2.42,0.82,-0.89,0.69,0.01
0.0349,0.0164,0.011,-0.0193,0.0095,0.0001,3.49,1.64,1.1,-1.93,0.95,0.01
0.0045,0.0267,-0.0158,0.0164,-0.0003,0.0001,0.45,2.67,-1.58,1.64,-0.03,0.01
0.029,-0.0051,-0.0252,0.0109,-0.0084,0,2.9,-0.51,-2.52,1.09,-0.84,0
-0.0127,-0.0069,-0.0208,0.0202,-0.015,0,-1.27,-0.69,-2.08,2.02,-1.5,0
-0.0175,0.0011,-0.0032,0.0238,-0.0145,0,-1.75,0.11,-0.32,2.38,-1.45,0
-0.0236,-0.0134,-0.0121,0.0243,-0.0176,0,-2.36,-1.34,-1.21,2.43,-1.76,0
-0.0599,-0.032,-0.0248,0.032,-0.0024,0.0001,-5.99,-3.2,-2.48,3.2,-0.24,0.01
-0.0759,-0.0378,-0.0141,0.0185,0.0028,0,-7.59,-3.78,-1.41,1.85,0.28,0
0.1135,0.0357,-0.0018,-0.0187,-0.0088,0,11.35,3.57,-0.18,-1.87,-0.88,0
-0.0028,-0.0026,-0.0034,0.0179,0.0153,0,-0.28,-0.26,-0.34,1.79,1.53,0
0.0074,-0.0044,0.0177,0.008,0.024,0,0.74,-0.44,1.77,0.8,2.4,0
0.0505,0.0216,-0.0113,-0.0181,-0.014,0,5.05,2.16,-1.13,-1.81,-1.4,0
0.0442,-0.0163,0.0008,-0.0019,-0.001,0,4.42,-1.63,0.08,-0.19,-0.1,0
0.0311,-0.0045,0.0092,-0.0033,0.0082,0,3.11,-0.45,0.92,-0.33,0.82,0
-0.0085,-0.0059,-0.0048,0.0112,0.0067,0,-0.85,-0.59,-0.48,1.12,0.67,0
-0.0619,-0.0009,-0.0059,0.0228,0.0239,0.0001,-6.19,-0.09,-0.59,2.28,2.39,0.01
0.0389,0.0095,0.0044,-0.0124,0.0034,0,3.89,0.95,0.44,-1.24,0.34,0
0.0079,-0.0268,-0.0027,0.0111,0.0013,0,0.79,-2.68,-0.27,1.11,0.13,0
0.0255,0.0044,0.0131,-0.0126,-0.0073,0.0001,2.55,0.44,1.31,-1.26,-0.73,0.01
0.0273,0.0066,0.0153,-0.0138,0.0159,0.0001,2.73,0.66,1.53,-1.38,1.59,0.01
-0.0176,-0.0081,0.0379,-0.0139,0.0228,0.0001,-1.76,-0.81,3.79,-1.39,2.28,0.01
0.0078,0.0036,-0.0097,0.0068,0.0091,0.0001,0.78,0.36,-0.97,0.68,0.91,0.01
0.0118,0.0187,0.0358,-0.0198,0.0086,0.0001,1.18,1.87,3.58,-1.98,0.86,0.01
0.0557,0.0056,0.0095,-0.0164,0.0147,0,5.57,0.56,0.95,-1.64,1.47,0
0.0129,-0.0038,0.0003,-0.0069,0.0048,0,1.29,-0.38,0.03,-0.69,0.48,0
0.0403,0.0083,-0.003,0.0017,0.0131,0,4.03,0.83,-0.3,0.17,1.31,0
0.0155,-0.023,0.0062,0.0007,0.0047,0,1.55,-2.3,0.62,0.07,0.47,0
0.028,0.0206,0.026,-0.0166,-0.0078,0,2.8,2.06,2.6,-1.66,-0.78,0
-0.012,0.0135,-0.0017,-0.0044,-0.0001,0,-1.2,1.35,-0.17,-0.44,-0.01,0
0.0565,0.018,0.0056,-0.0146,0.0056,0,5.65,1.8,0.56,-1.46,0.56,0
-0.0271,-0.0001,-0.0278,0.0062,-0.0216,0,-2.71,-0.01,-2.78,0.62,-2.16,0
0.0377,0.0267,-0.0119,-0.0073,-0.0132,0,3.77,2.67,-1.19,-0.73,-1.32,0
0.0418,-0.0153,0.0114,0.027,0.0087,0,4.18,-1.53,1.14,2.7,0.87,0
0.0312,0.0133,0.0024,0.0014,0.0005,0,3.12,1.33,0.24,0.14,0.05,0
0.0281,-0.0053,-0.0031,-0.0052,0.0007,0,2.81,-0.53,-0.31,-0.52,0.07,0
-0.0332,0.0057,-0.0209,-0.0399,-0.014,0,-3.32,0.57,-2.09,-3.99,-1.4,0
0.0465,0.0015,-0.004,-0.0026,-0.0041,0,4.65,0.15,-0.4,-0.26,-0.41,0
0.0043,-0.0117,0.0509,0.0216,0.019,0,0.43,-1.17,5.09,2.16,1.9,0
-0.0019,-0.0415,0.0114,0.0348,0.0107,0,-0.19,-4.15,1.14,3.48,1.07,0
0.0206,-0.0189,-0.0027,0.001,-0.0108,0,2.06,-1.89,-0.27,0.1,-1.08,0
0.0261,0.031,-0.0074,-0.0197,-0.0191,0,2.61,3.1,-0.74,-1.97,-1.91,0
-0.0204,-0.0425,0.0001,0.0094,0.0047,0,-2.04,-4.25,0.01,0.94,0.47,0
0.0424,0.0029,-0.0059,-0.0063,-0.007,0,4.24,0.29,-0.59,-0.63,-0.7,0
-0.0197,-0.0379,-0.0123,0.0113,-0.0051,0,-1.97,-3.79,-1.23,1.13,-0.51,0
0.0252,0.0378,-0.017,-0.0047,-0.0017,0,2.52,3.78,-1.7,-0.47,-0.17,0
0.0255,-0.0231,-0.03,0.014,0.0018,0,2.55,-2.31,-3,1.4,0.18,0
-0.0006,0.0288,0.0206,-0.0116,0.0088,0,-0.06,2.88,2.06,-1.16,0.88,0
-0.0311,-0.0087,-0.0348,0.0167,-0.0167,0,-3.11,-0.87,-3.48,1.67,-1.67,0
0.0613,0.0021,-0.0181,-0.0107,-0.0175,0,6.13,0.21,-1.81,-1.07,-1.75,0
-0.0112,0.0304,-0.0046,0.001,-0.0051,0,-1.12,3.04,-0.46,0.1,-0.51,0
0.0059,-0.0303,0.0185,-0.0015,-0.0049,0,0.59,-3.03,1.85,-0.15,-0.49,0
0.0136,0.0077,-0.0137,-0.0172,-0.0074,0,1.36,0.77,-1.37,-1.72,-0.74,0
-0.0153,0.0286,-0.0079,0.005,-0.0147,0,-1.53,2.86,-0.79,0.5,-1.47,0
0.0154,-0.0455,-0.0412,0.0004,-0.0256,0,1.54,-4.55,-4.12,0.04,-2.56,0
-0.0604,0.004,0.0266,0.0076,0.0125,0,-6.04,0.4,2.66,0.76,1.25,0
-0.0308,-0.0278,0.0053,0.0181,-0.0051,0,-3.08,-2.78,0.53,1.81,-0.51,0
0.0775,-0.0216,-0.0007,0.0082,0.0043,0,7.75,-2.16,-0.07,0.82,0.43,0
0.0056,0.0335,-0.0051,-0.0257,-0.011,0,0.56,3.35,-0.51,-2.57,-1.1,0
-0.0217,-0.0299,-0.0259,0.0031,0.0013,0.0001,-2.17,-2.99,-2.59,0.31,0.13,0.01
-0.0577,-0.0342,0.0208,0.026,0.0302,0.0001,-5.77,-3.42,2.08,2.6,3.02,0.01
-0.0007,0.0095,-0.005,0.0328,0.0205,0.0002,-0.07,0.95,-0.5,3.28,2.05,0.02
0.0696,0.0109,0.0116,0.0081,-0.0002,0.0002,6.96,1.09,1.16,0.81,-0.02,0.02
0.0092,0.0117,0.0326,-0.0288,0.0197,0.0001,0.92,1.17,3.26,-2.88,1.97,0.01
0.0178,-0.0071,-0.0181,-0.0101,-0.0255,0.0001,1.78,-0.71,-1.81,-1.01,-2.55,0.01
-0.0005,0.0049,-0.0147,0.0119,0.0192,0.0002,-0.05,0.49,-1.47,1.19,1.92,0.02
0.0395,0.0264,-0.0111,0.0133,-0.0124,0.0002,3.95,2.64,-1.11,1.33,-1.24,0.02
0.005,0.0172,0.0334,-0.0133,-0.0039,0.0002,0.5,1.72,3.34,-1.33,-0.39,0.02
0.0025,0.0174,-0.0149,-0.0229,-0.0008,0.0002,0.25,1.74,-1.49,-2.29,-0.08,0.02
-0.0202,-0.0401,0.0416,0.0119,0.0024,0.0002,-2.02,-4.01,4.16,1.19,0.24,0.02
0.0486,0.0681,0.0829,-0.001,0.037,0.0001,4.86,6.81,8.29,-0.1,3.7,0.01
0.0182,0.0041,0.0358,0.0099,-0.003,0.0003,1.82,0.41,3.58,0.99,-0.3,0.03
0.0194,-0.0128,-0.0278,-0.0001,-0.0095,0.0004,1.94,-1.28,-2.78,-0.01,-0.95,0.04
0.0357,-0.0213,-0.0179,0.0078,-0.0172,0.0004,3.57,-2.13,-1.79,0.78,-1.72,0.04
0.0017,0.0078,-0.0317,0.0068,-0.01,0.0003,0.17,0.78,-3.17,0.68,-1,0.03
0.0109,0.0049,-0.0187,0.02,-0.0155,0.0005,1.09,0.49,-1.87,2,-1.55,0.05
0.0106,-0.0305,-0.0378,0.0121,-0.0188,0.0006,1.06,-3.05,-3.78,1.21,-1.88,0.06
0.0078,0.0248,0.0135,-0.0201,-0.0007,0.0006,0.78,2.48,1.35,-2.01,-0.07,0.06
0.0187,-0.0159,-0.0029,-0.0071,-0.0015,0.0007,1.87,-1.59,-0.29,-0.71,-0.15,0.07
0.0016,-0.0185,-0.0224,0.0028,-0.0242,0.0009,0.16,-1.85,-2.24,0.28,-2.42,0.09
0.0251,0.0484,0.0303,-0.0118,0.0163,0.0009,2.51,4.84,3.03,-1.18,1.63,0.09
0.0225,-0.0197,-0.0005,0.0104,-0.0333,0.0009,2.25,-1.97,-0.05,1.04,-3.33,0.09
0.0312,-0.0043,-0.0004,0.0312,0,0.0008,3.12,-0.43,-0.04,3.12,0,0.08
0.0106,-0.0104,0.0014,0.0065,0.0165,0.0009,1.06,-1.04,0.14,0.65,1.65,0.09
0.0558,-0.0315,-0.0137,-0.005,-0.0089,0.0011,5.58,-3.15,-1.37,-0.5,-0.89,0.11
-0.0365,0.0032,-0.0119,0.0052,-0.0225,0.0011,-3.65,0.32,-1.19,0.52,-2.25,0.11
-0.0235,0.0354,-0.0012,-0.0051,0,0.0012,-2.35,3.54,-0.12,-0.51,0,0.12
0.0029,0.0097,0.0054,-0.0209,0.0118,0.0014,0.29,0.97,0.54,-2.09,1.18,0.14
0.0265,0.0472,-0.0316,-0.0195,-0.0142,0.0014,2.65,4.72,-3.16,-1.95,-1.42,0.14
0.0048,0.0086,-0.0238,0.0071,0.0033,0.0014,0.48,0.86,-2.38,0.71,0.33,0.14
0.0319,-0.0192,0.0043,0.0161,0.0043,0.0016,3.19,-1.92,0.43,1.61,0.43,0.16
0.0344,0.0065,-0.0408,-0.0028,-0.025,0.0016,3.44,0.65,-4.08,-0.28,-2.5,0.16
0.0006,-0.0252,-0.013,0.0059,0.0124,0.0015,0.06,-2.52,-1.3,0.59,1.24,0.15
-0.0768,-0.0451,0.0344,0.0087,0.0345,0.0019,-7.68,-4.51,3.44,0.87,3.45,0.19
0.0169,-0.0082,0.0025,-0.006,0.0032,0.0018,1.69,-0.82,0.25,-0.6,0.32,0.18
-0.0955,-0.0305,-0.0147,-0.0013,0.0016,0.0019,-9.55,-3.05,-1.47,-0.13,0.16,0.19
0.0841,0.0309,-0.0062,-0.0069,-0.0136,0.0021,8.41,3.09,-0.62,-0.69,-1.36,0.21
0.034,0.0178,-0.0284,0.0024,-0.0147,0.0018,3.4,1.78,-2.84,0.24,-1.47,0.18
0.011,-0.0354,-0.0407,0.0093,-0.0102,0.0019,1.1,-3.54,-4.07,0.93,-1.02,0.19
0.0396,-0.0113,0.0193,0.0175,-0.0217,0.0021,3.96,-1.13,1.93,1.75,-2.17,0.21
-0.0694,-0.0147,-0.0239,-0.0035,0.0178,0.0021,-6.94,-1.47,-2.39,-0.35,1.78,0.21
0.0693,0.0037,-0.0108,0.0094,-0.0038,0.0018,6.93,0.37,-1.08,0.94,-0.38,0.18
0.0119,-0.0191,0.0014,-0.0008,0.0036,0.0019,1.19,-1.91,0.14,-0.08,0.36,0.19
-0.0258,-0.033,-0.0499,0.0037,-0.0096,0.0016,-2.58,-3.3,-4.99,0.37,-0.96,0.16
0.0144,0.0032,0.0671,0.0197,0.0355,0.0018,1.44,0.32,6.71,1.97,3.55,0.18
0.0206,0.0021,-0.0207,0.0043,-0.0096,0.0015,2.06,0.21,-2.07,0.43,-0.96,0.15
0.0387,0.005,-0.0186,-0.015,-0.0129,0.0012,3.87,0.5,-1.86,-1.5,-1.29,0.12
0.0277,0.0096,0.0183,0.0021,0.0131,0.0014,2.77,0.96,1.83,0.21,1.31,0.14
